Cruise:,TXF14,,,,,
30,PWS2,9/18/2014,9,50,Total_Phaeo (µg/L),0.12
31,PWS1,9/18/2014,14,0,<20,0.74
31,PWS1,9/18/2014,13,10,<20,0.48
31,PWS1,9/18/2014,12,20,<20,0.32
31,PWS1,9/18/2014,11,30,<20,0.15
31,PWS1,9/18/2014,10,40,<20,0.13
31,PWS1,9/18/2014,9,50,<20,0.23
31,PWS1,9/18/2014,14,0,>20,0.11
31,PWS1,9/18/2014,13,10,>20,0.06
31,PWS1,9/18/2014,12,20,>20,0.08
31,PWS1,9/18/2014,11,30,>20,0.06
31,PWS1,9/18/2014,10,40,>20,0.05
31,PWS1,9/18/2014,9,50,>20,0.07
31,PWS1,9/18/2014,14,0,Total,0.85
31,PWS1,9/18/2014,13,10,Total,0.55
31,PWS1,9/18/2014,12,20,Total,0.4
31,PWS1,9/18/2014,11,30,Total,0.21
31,PWS1,9/18/2014,10,40,Total,0.17
31,PWS1,9/18/2014,9,50,Total,0.3
31,PWS1,9/18/2014,14,0,Total_Phaeo (µg/L),0.2
31,PWS1,9/18/2014,13,10,Total_Phaeo (µg/L),0.16
31,PWS1,9/18/2014,12,20,Total_Phaeo (µg/L),0.13
31,PWS1,9/18/2014,11,30,Total_Phaeo (µg/L),0.08
31,PWS1,9/18/2014,10,40,Total_Phaeo (µg/L),0.07
31,PWS1,9/18/2014,9,50,Total_Phaeo (µg/L),0.11
32,KIP2,9/18/2014,14,0,<20,0.7
32,KIP2,9/18/2014,13,10,<20,0.58
32,KIP2,9/18/2014,12,20,<20,0.18
32,KIP2,9/18/2014,11,30,<20,0.12
32,KIP2,9/18/2014,10,40,<20,0.14
32,KIP2,9/18/2014,9,50,<20,0.08
32,KIP2,9/18/2014,14,0,>20,0.12
32,KIP2,9/18/2014,13,10,>20,0.11
32,KIP2,9/18/2014,12,20,>20,0.05
32,KIP2,9/18/2014,11,30,>20,0.04
32,KIP2,9/18/2014,10,40,>20,0.04
32,KIP2,9/18/2014,9,50,>20,0.03
32,KIP2,9/18/2014,14,0,Total,0.82
32,KIP2,9/18/2014,13,10,Total,0.69
32,KIP2,9/18/2014,12,20,Total,0.24
32,KIP2,9/18/2014,11,30,Total,0.16
32,KIP2,9/18/2014,10,40,Total,0.18
32,KIP2,9/18/2014,9,50,Total,0.11
32,KIP2,9/18/2014,14,0,Total_Phaeo (µg/L),0.31
32,KIP2,9/18/2014,13,10,Total_Phaeo (µg/L),0.32
32,KIP2,9/18/2014,12,20,Total_Phaeo (µg/L),0.08
32,KIP2,9/18/2014,11,30,Total_Phaeo (µg/L),0.06
32,KIP2,9/18/2014,10,40,Total_Phaeo (µg/L),0.08
32,KIP2,9/18/2014,9,50,Total_Phaeo (µg/L),0.07
33,IB0,9/18/2014,14,0,<20,NA
33,IB0,9/18/2014,13,10,<20,NA
33,IB0,9/18/2014,12,20,<20,NA
33,IB0,9/18/2014,11,30,<20,NA
33,IB0,9/18/2014,10,40,<20,NA
33,IB0,9/18/2014,9,50,<20,NA
33,IB0,9/18/2014,14,0,>20,NA
33,IB0,9/18/2014,13,10,>20,NA
33,IB0,9/18/2014,12,20,>20,NA
33,IB0,9/18/2014,11,30,>20,NA
33,IB0,9/18/2014,10,40,>20,NA
33,IB0,9/18/2014,9,50,>20,NA
33,IB0,9/18/2014,14,0,Total,0.13
33,IB0,9/18/2014,13,10,Total,0.15
33,IB0,9/18/2014,12,20,Total,0.2
33,IB0,9/18/2014,11,30,Total,0.16
33,IB0,9/18/2014,10,40,Total,0.08
33,IB0,9/18/2014,9,50,Total,0.04
33,IB0,9/18/2014,14,0,Total_Phaeo (µg/L),0.03
33,IB0,9/18/2014,13,10,Total_Phaeo (µg/L),0.04
33,IB0,9/18/2014,12,20,Total_Phaeo (µg/L),0.1
33,IB0,9/18/2014,11,30,Total_Phaeo (µg/L),0.14
33,IB0,9/18/2014,10,40,Total_Phaeo (µg/L),0.04
33,IB0,9/18/2014,9,50,Total_Phaeo (µg/L),0.01
34,IB1,9/18/2014,9,0,<20,NA
34,IB1,9/18/2014,8,10,<20,NA
34,IB1,9/18/2014,7,20,<20,NA
34,IB1,9/18/2014,6,30,<20,NA
34,IB1,9/18/2014,5,40,<20,NA
34,IB1,9/18/2014,4,50,<20,NA
34,IB1,9/18/2014,9,0,>20,NA
34,IB1,9/18/2014,8,10,>20,NA
34,IB1,9/18/2014,7,20,>20,NA
34,IB1,9/18/2014,6,30,>20,NA
34,IB1,9/18/2014,5,40,>20,NA
34,IB1,9/18/2014,4,50,>20,NA
34,IB1,9/18/2014,9,0,Total,0.28
34,IB1,9/18/2014,8,10,Total,0.07
34,IB1,9/18/2014,7,20,Total,0.18
34,IB1,9/18/2014,6,30,Total,0.17
34,IB1,9/18/2014,5,40,Total,0.07
34,IB1,9/18/2014,4,50,Total,0.03
34,IB1,9/18/2014,9,0,Total_Phaeo (µg/L),0.11
34,IB1,9/18/2014,8,10,Total_Phaeo (µg/L),0.02
34,IB1,9/18/2014,7,20,Total_Phaeo (µg/L),0.13
34,IB1,9/18/2014,6,30,Total_Phaeo (µg/L),0.14
34,IB1,9/18/2014,5,40,Total_Phaeo (µg/L),0.05
34,IB1,9/18/2014,4,50,Total_Phaeo (µg/L),0.01
35,IB2,9/18/2014,12,0,<20,NA
35,IB2,9/18/2014,11,10,<20,NA
35,IB2,9/18/2014,10,20,<20,NA
35,IB2,9/18/2014,7,30,<20,NA
35,IB2,9/18/2014,6,40,<20,NA
35,IB2,9/18/2014,5,50,<20,NA
35,IB2,9/18/2014,12,0,>20,NA
35,IB2,9/18/2014,11,10,>20,NA
35,IB2,9/18/2014,10,20,>20,NA
35,IB2,9/18/2014,7,30,>20,NA
35,IB2,9/18/2014,6,40,>20,NA
35,IB2,9/18/2014,5,50,>20,NA
35,IB2,9/18/2014,12,0,Total,0.72
35,IB2,9/18/2014,11,10,Total,0.26
35,IB2,9/18/2014,10,20,Total,0.27
35,IB2,9/18/2014,7,30,Total,0.22
35,IB2,9/18/2014,6,40,Total,0.06
35,IB2,9/18/2014,5,50,Total,0.06
35,IB2,9/18/2014,12,0,Total_Phaeo (µg/L),0.2
35,IB2,9/18/2014,11,10,Total_Phaeo (µg/L),0.09
35,IB2,9/18/2014,10,20,Total_Phaeo (µg/L),0.12
35,IB2,9/18/2014,7,30,Total_Phaeo (µg/L),0.11
35,IB2,9/18/2014,6,40,Total_Phaeo (µg/L),0.03
35,IB2,9/18/2014,5,50,Total_Phaeo (µg/L),0.01
